Longitude,Latitude,Heading,Speed,xAcc,yAcc,zAcc,AngularVelocityX,AngularVelocityY,AngularVelocityZ,FailSafeLocStatus,GeoFenceJudgeStatus,GeoFenceJudgeType,PathId,LinkId,LaneId,PathOffset,PositionTimeStamp,PositionAge
63,120.6464198,31.41821581,-57.63232422,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427152803,0
64,120.6464198,31.41821581,-57.63232422,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427252804,0
65,120.6464198,31.41821581,-57.63232422,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427252804,0
66,120.6464198,31.41821581,-57.63232422,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427352661,0
67,120.6464198,31.41821581,-57.63232422,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427352661,0
68,120.6464198,31.41821581,-57.63232422,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427452709,0
69,120.6464198,31.41821581,-57.63232422,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427452709,0
70,120.6464198,31.41821581,-57.63232422,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427562668,0
71,120.6464198,31.41821581,-57.63232422,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427562668,0
72,120.6464198,31.41821581,-57.63232422,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427662721,0
73,120.6464198,31.41821581,-57.63232422,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427662721,0
74,120.6464197,31.41821581,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427762718,0
75,120.6464197,31.41821581,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427812680,0
76,120.6464198,31.41821581,-57.63232422,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427852680,0
77,120.6464198,31.41821581,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427912679,0
78,120.6464198,31.41821581,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5427953976,0
79,120.6464198,31.41821581,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428012675,0
80,120.6464196,31.41821589,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428062677,0
81,120.6464195,31.41821598,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428112677,0
82,120.6464192,31.41821606,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428162684,0
83,120.6464191,31.41821614,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428212684,0
84,120.6464188,31.41821623,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428262807,0
85,120.6464185,31.41821648,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428312707,0
86,120.6464181,31.41821665,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428362708,0
87,120.6464178,31.4182169,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428412708,0
88,120.6464175,31.41821707,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428462708,0
89,120.646417,31.41821723,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428512732,0
90,120.6464167,31.41821749,-57.62133789,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428554132,0
91,120.6464161,31.41821774,-57.61035156,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428612695,0
92,120.6464156,31.41821799,-57.61035156,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428662695,0
93,120.6464151,31.41821824,-57.61035156,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428712707,0
94,120.6464145,31.41821858,-57.61035156,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428764107,0
95,120.6464139,31.41821899,-57.61035156,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428814045,0
96,120.6464134,31.41821925,-57.61035156,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428864245,0
97,120.6464126,31.41821967,-57.61035156,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428912698,0
98,120.6464119,31.41822008,-57.61035156,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5428962697,0
99,120.6464111,31.41822042,-57.59936523,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429012698,0
100,120.6464102,31.41822092,-57.59936523,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429072692,0
101,120.6464097,31.41822126,-57.59936523,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429102691,0
102,120.6464085,31.41822184,-57.59936523,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429172710,0
103,120.6464077,31.41822226,-57.59936523,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429212710,0
104,120.6464068,31.41822277,-57.59936523,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429262718,0
105,120.646406,31.41822327,-57.58837891,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429302718,0
106,120.6464046,31.41822394,-57.58837891,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429372741,0
107,120.6464037,31.41822444,-57.57739258,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429412741,0
108,120.6464027,31.41822503,-57.57739258,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429462705,0
109,120.6464015,31.41822562,-57.57739258,0,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429512706,0
110,120.6464042,31.41822411,-57.08763123,2.411086798,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429583000,0
111,120.6464031,31.41822469,-57.08408737,2.49050355,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429633000,0
112,120.646402,31.41822536,-57.07951355,2.568159819,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429682000,0
113,120.6464009,31.41822595,-57.07292938,2.648633718,0,0,0,0,0,0,2,0,0,0,106643679,3,0,5429733000,0
114,120.6463988,31.41822721,-57.06754303,2.734485388,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5429783000,0
115,120.646395,31.4182293,-57.06746674,3.020060539,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5429833000,0
116,120.6463926,31.41823065,-57.05132675,3.10981226,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5429883000,0
117,120.64639,31.41823215,-57.01515198,3.205748558,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5429933000,0
118,120.6463881,31.41823316,-56.99607468,3.294691086,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5429982000,0
119,120.6463858,31.41823442,-56.95542908,3.409493208,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430033000,0
120,120.6463839,31.41823542,-56.95161819,3.397520304,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430083000,0
121,120.6463825,31.41823626,-57.02829361,3.464813471,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430133000,0
122,120.6463812,31.41823693,-57.09723663,3.52844882,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430183000,0
123,120.6463803,31.41823743,-57.1910553,3.58177948,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430233000,0
124,120.6463791,31.41823811,-57.24761963,3.637721062,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430282000,0
125,120.6463781,31.41823861,-57.44161606,3.77065897,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430333000,0
126,120.646377,31.41823919,-57.58522415,3.8244102,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430383000,0
127,120.6463758,31.41823978,-57.76290131,3.889014482,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430433000,0
128,120.6463742,31.41824062,-57.86759949,3.956282139,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430483000,0
129,120.6463726,31.41824137,-58.04433823,4.022047043,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430533000,0
130,120.6463707,31.41824246,-58.15330887,4.206144333,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430582000,0
131,120.6463686,31.41824347,-58.32889938,4.289673805,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430633000,0
132,120.6463665,31.41824456,-58.37395096,4.371080875,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430683000,0
133,120.646364,31.4182459,-58.43839645,4.459894657,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430733000,0
134,120.6463616,31.41824716,-58.47974014,4.546828747,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430783000,0
135,120.646359,31.41824841,-58.51625824,4.673254967,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430833000,0
136,120.6463567,31.41824967,-58.50964737,4.757315636,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430883000,0
137,120.6463543,31.41825093,-58.48324966,4.840144634,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430933000,0
138,120.646352,31.41825219,-58.44973755,4.924298286,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5430983000,0
139,120.6463497,31.41825336,-58.38992691,5.005662918,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431033000,0
140,120.6463475,31.41825462,-58.36159897,5.099610329,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431082000,0
141,120.6463453,31.41825579,-58.2784996,5.183377743,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431133000,0
142,120.6463431,31.41825705,-58.21406555,5.258247375,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431183000,0
143,120.6463411,31.41825814,-58.13156128,5.334084988,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431233000,0
144,120.646339,31.4182594,-58.08956528,5.406923771,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431283000,0
145,120.6463369,31.41826057,-57.98831558,5.479085445,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431333000,0
146,120.6463341,31.41826216,-57.93353653,5.564961433,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431393000,0
147,120.6463323,31.41826317,-57.88500595,5.631007671,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431433000,0
148,120.6463298,31.41826459,-57.87002945,5.70869112,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431483000,0
149,120.6463272,31.41826602,-57.84329605,5.789729118,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431533000,0
150,120.6463246,31.41826744,-57.84876251,5.862051487,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431583000,0
151,120.6463218,31.41826895,-57.85153198,5.941657543,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431633000,0
152,120.6463184,31.41827088,-57.86130905,6.039188862,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431693000,0
153,120.6463154,31.41827247,-57.86509705,6.11853838,0,0,0,0,0,0,2,0,0,0,106854470,3,0,5431743000,0
154,120.6463124,31.41827406,-57.88645554,6.200618744,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5431793000,0
155,120.6463093,31.41827566,-57.91191864,6.317950249,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5431843000,0
156,120.6463064,31.41827725,-57.92794418,6.399174213,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5431893000,0
157,120.6463041,31.41827851,-57.94073868,6.459927082,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5431933000,0
158,120.6463006,31.41828035,-57.96825027,6.550081253,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5431993000,0
159,120.6462983,31.41828161,-57.9910965,6.616449833,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432033000,0
160,120.6462948,31.41828337,-58.00660706,6.681749344,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432093000,0
161,120.646292,31.41828496,-58.01374054,6.756619453,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432144000,0
162,120.6462892,31.41828647,-58.01757431,6.828684807,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432193000,0
163,120.646287,31.41828773,-58.0178566,6.885334015,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432233000,0
164,120.6462834,31.41828965,-58.03115082,6.973836422,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432293000,0
165,120.6462804,31.41829125,-58.03293991,7.032308578,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432344000,0
166,120.6462774,31.41829292,-58.05337143,7.102458,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432393000,0
167,120.6462742,31.4182946,-58.07067108,7.173301697,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432443000,0
168,120.6462709,31.41829644,-58.07400131,7.247385502,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432493000,0
169,120.6462673,31.41829837,-58.07264709,7.32487011,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432544000,0
170,120.6462638,31.41830022,-58.08096695,7.38630867,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432593000,0
171,120.6462601,31.41830223,-58.08808517,7.459923267,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432643000,0
172,120.6462566,31.41830407,-58.10654449,7.53100729,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432693000,0
173,120.6462529,31.418306,-58.12569427,7.605200768,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432744000,0
174,120.6462493,31.41830793,-58.1336937,7.677744865,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432793000,0
175,120.6462455,31.41830994,-58.13895798,7.74322319,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432843000,0
176,120.6462421,31.41831178,-58.15144348,7.813136101,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432893000,0
177,120.6462386,31.41831363,-58.16061783,7.881288528,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432943000,0
178,120.6462351,31.41831555,-58.17573166,7.949620724,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5432994000,0
179,120.6462316,31.4183174,-58.18620682,8.016388893,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433043000,0
180,120.6462281,31.41831924,-58.19768524,8.076073647,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433093000,0
181,120.6462247,31.41832109,-58.21446228,8.144283295,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433143000,0
182,120.6462212,31.41832285,-58.23181152,8.212226868,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433194000,0
183,120.6462181,31.41832452,-58.24983978,8.272703171,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433243000,0
184,120.6462144,31.41832645,-58.26044846,8.338163376,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433293000,0
185,120.6462108,31.41832838,-58.26622009,8.397173882,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433343000,0
186,120.646207,31.41833039,-58.27728271,8.46476078,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433393000,0
187,120.646203,31.41833249,-58.29060745,8.532272339,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433443000,0
188,120.646199,31.41833466,-58.30365372,8.600940704,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433493000,0
189,120.6461949,31.41833684,-58.31433868,8.670942307,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433543000,0
190,120.6461908,31.41833902,-58.32795334,8.735092163,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433594000,0
191,120.6461866,31.4183412,-58.3428154,8.805499077,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433643000,0
192,120.6461826,31.41834338,-58.3559494,8.87599659,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433693000,0
193,120.6461784,31.41834556,-58.36896133,8.945640564,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433743000,0
194,120.6461744,31.41834766,-58.38745117,9.01360321,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433793000,0
195,120.6461703,31.41834984,-58.40555573,9.077241898,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433844000,0
196,120.6461663,31.41835193,-58.42139435,9.14394474,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433893000,0
197,120.6461623,31.41835403,-58.43879318,9.212096214,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433943000,0
198,120.6461581,31.41835621,-58.45425415,9.280321121,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5433993000,0
199,120.6461538,31.41835847,-58.46498871,9.347709656,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434043000,0
200,120.6461497,31.41836065,-58.47673798,9.408870697,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434093000,0
201,120.6461454,31.41836291,-58.48566437,9.476649284,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434143000,0
202,120.6461411,31.41836517,-58.49473572,9.545082092,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434193000,0
203,120.6461367,31.41836752,-58.50638199,9.613827705,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434243000,0
204,120.6461323,31.41836978,-58.5230484,9.683386803,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434294000,0
205,120.646128,31.41837205,-58.53549576,9.743003845,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434343000,0
206,120.6461235,31.41837439,-58.54954529,9.809142113,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434393000,0
207,120.646119,31.41837683,-58.56721497,9.877820015,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434443000,0
208,120.6461146,31.41837909,-58.58172989,9.943800926,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434493000,0
209,120.6461095,31.41838177,-58.59762955,10.02073574,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434553000,0
210,120.6461059,31.41838362,-58.61036301,10.0704937,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434593000,0
211,120.6461014,31.41838605,-58.62573624,10.13516617,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434643000,0
212,120.6460968,31.41838839,-58.64146042,10.19851875,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434693000,0
213,120.6460913,31.41839133,-58.65623856,10.27593708,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434753000,0
214,120.6460876,31.41839325,-58.66963196,10.32878113,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434793000,0
215,120.6460821,31.4183961,-58.69380951,10.40524769,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434853000,0
216,120.6460783,31.41839812,-58.70839691,10.45754147,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434893000,0
217,120.6460727,31.41840105,-58.72826385,10.53708935,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5434953000,0
218,120.6460678,31.41840365,-58.74210358,10.60595608,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435003000,0
219,120.6460627,31.41840625,-58.75675583,10.67677689,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435053000,0
220,120.6460577,31.41840884,-58.77032089,10.74304771,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435103000,0
221,120.6460528,31.41841144,-58.78504944,10.81132126,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435153000,0
222,120.6460477,31.41841404,-58.80038452,10.88089561,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435203000,0
223,120.6460427,31.41841664,-58.81806564,10.95057964,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435253000,0
224,120.6460378,31.41841924,-58.83283615,11.01936245,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435303000,0
225,120.646033,31.41842175,-58.84711838,11.07808495,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435353000,0
226,120.6460279,31.41842435,-58.86184692,11.14392567,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435403000,0
227,120.6460227,31.41842712,-58.87913513,11.21418571,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435454000,0
228,120.6460176,31.41842972,-58.89911652,11.28014946,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435504000,0
229,120.6460126,31.41843223,-58.92140961,11.3438673,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435553000,0
230,120.6460075,31.41843491,-58.94032669,11.40677834,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435603000,0
231,120.6460024,31.41843751,-58.95636368,11.47393036,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435653000,0
232,120.6459972,31.41844019,-58.97089005,11.53927231,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435703000,0
233,120.6459919,31.41844296,-58.98573685,11.60300541,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435754000,0
234,120.6459868,31.41844556,-59.00209808,11.66323662,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435803000,0
235,120.6459817,31.41844824,-59.01824188,11.72375679,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435853000,0
236,120.6459763,31.41845101,-59.0390358,11.78751945,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435904000,0
237,120.6459712,31.4184536,-59.06084824,11.84707451,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5435953000,0
238,120.6459657,31.41845645,-59.07818985,11.90783024,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5436003000,0
239,120.6459601,31.41845939,-59.09224319,11.97018814,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5436053000,0
240,120.6459545,31.41846224,-59.11585999,12.02316952,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5436103000,0
241,120.6459489,31.41846517,-59.13659286,12.08131313,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5436153000,0
242,120.6459434,31.41846802,-59.15424347,12.13603687,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5436203000,0
243,120.6459377,31.41847087,-59.17243576,12.1923008,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5436253000,0
244,120.6459321,31.4184738,-59.19897461,12.24624062,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5436303000,0
245,120.6459264,31.41847665,-59.22353745,12.29298401,0,0,0,0,0,0,2,0,0,0,106924917,2,0,5436353000,0
